MONTH_YEAR,TOTAL_LISTINGS,PROPERTY_TYPE,ROOM_TYPE,ACCOMMODATES,ACTIVE_LISTINGS_RATE,TRUE_MIN_PRICE_ACTIVE_LISTINGS,TRUE_MAX_PRICE_ACTIVE_LISTINGS,TRUE_AVG_PRICE_ACTIVE_LISTINGS,TRUE_MEDIAN_PRICE_ACTIVE_LISTINGS,TOTAL_DISTINCT_HOSTS,TOTAL_SUPERHOST_COUNT,TRUE_AVG_REVIEW_SCORE_RATING,PERCENTAGE_CHANGE_ACTIVE,PERCENTAGE_CHANGE_INACTIVE,TOTAL_NUMBER_OF_STAYS,AVG_REV
05_2020,1,Aparthotel,Entire home/apt,2,100.000000,165,165,165.000000,165.000,1,2,94.000000,,,0,0.000000
06_2020,1,Aparthotel,Entire home/apt,2,100.000000,164,164,164.000000,164.000,1,2,94.000000,0%,,0,0.000000
06_2020,8,Aparthotel,Entire home/apt,3,100.000000,99,109,104.000000,104.000,1,1,80.000000,,,5,61.875000
07_2020,8,Aparthotel,Entire home/apt,3,100.000000,98,108,103.000000,103.000,1,1,73.571429,0%,,30,370.000000
05_2020,1,Aparthotel,Entire home/apt,5,100.000000,158,158,158.000000,158.000,1,1,93.000000,,,28,4424.000000
06_2020,1,Aparthotel,Entire home/apt,5,100.000000,158,158,158.000000,158.000,1,1,93.000000,0%,,14,2212.000000
07_2020,1,Aparthotel,Entire home/apt,5,100.000000,158,158,158.000000,158.000,1,1,93.000000,0%,,13,2054.000000
05_2020,4,Aparthotel,Hotel room,2,100.000000,47,501,393.849315,501.000,2,2,97.068493,,,8,888.500000
06_2020,4,Aparthotel,Hotel room,2,100.000000,48,501,394.191781,501.000,2,2,97.068493,0%,,25,3018.000000
07_2020,3,Aparthotel,Hotel room,2,100.000000,196,500,398.666667,500.000,1,2,97.333333,-25%,,15,2398.666667
05_2020,3,Aparthotel,Hotel room,4,100.000000,499,501,500.882353,501.000,2,2,94.000000,,,0,0.000000
06_2020,3,Aparthotel,Hotel room,4,100.000000,499,501,500.882353,501.000,2,2,94.000000,0%,,2,334.000000
07_2020,1,Aparthotel,Hotel room,4,100.000000,500,500,500.000000,500.000,1,2,93.000000,-67%,,8,4000.000000
05_2020,4,Aparthotel,Private room,2,100.000000,80,351,141.308458,130.000,3,2,95.708995,,,32,665.000000
06_2020,4,Aparthotel,Private room,2,100.000000,80,350,141.243781,130.000,3,2,92.449735,0%,,61,1607.500000
07_2020,6,Aparthotel,Private room,2,100.000000,80,350,133.660477,130.000,3,2,94.848375,50%,,35,543.333333
05_2020,1,Aparthotel,Private room,3,100.000000,139,139,139.000000,139.000,1,2,100.000000,,,1,139.000000
06_2020,1,Aparthotel,Private room,3,100.000000,140,140,140.000000,140.000,1,2,100.000000,0%,,1,140.000000
07_2020,2,Aparthotel,Private room,3,100.000000,140,140,140.000000,140.000,1,2,100.000000,100%,,2,140.000000
05_2020,2,Aparthotel,Private room,4,100.000000,161,249,170.777778,161.000,2,2,100.000000,,,31,3815.500000
06_2020,2,Aparthotel,Private room,4,100.000000,161,249,170.777778,161.000,2,2,100.000000,0%,,60,6150.000000
07_2020,2,Aparthotel,Private room,4,100.000000,160,160,160.000000,160.000,1,2,100.000000,0%,,2,160.000000
05_2020,102,Apartment,Entire home/apt,1,100.000000,20,804,120.106783,90.000,100,9,95.508934,,,2468,2781.803922
06_2020,102,Apartment,Entire home/apt,1,100.000000,20,789,119.903461,92.000,100,9,93.740328,0%,,2455,2744.764706
07_2020,88,Apartment,Entire home/apt,1,100.000000,20,2157,1086.849488,300.000,86,8,92.498538,-14%,,2050,4141.522727
05_2020,5719,Apartment,Entire home/apt,2,100.000000,15,12001,801.218856,173.000,4646,692,90.676495,,,127290,4053.079909
06_2020,5610,Apartment,Entire home/apt,2,100.000000,14,12000,798.497434,197.000,4574,683,90.759074,-2%,,128470,4032.836007
07_2020,4856,Apartment,Entire home/apt,2,100.000000,14,12000,1072.035488,230.000,3834,598,90.844683,-13%,,109514,4427.275535
05_2020,1471,Apartment,Entire home/apt,3,100.000000,15,2544,594.990015,145.000,1289,200,90.947925,,,32388,3758.770224
06_2020,1438,Apartment,Entire home/apt,3,100.000000,14,2456,594.412184,164.000,1270,198,90.992780,-2%,,32505,3791.315716
07_2020,1157,Apartment,Entire home/apt,3,100.000000,14,2711,455.177071,163.000,1047,178,91.502473,-20%,,26856,3773.899741
05_2020,4921,Apartment,Entire home/apt,4,100.000000,0,10000,529.813711,207.000,3909,605,90.793628,,,106656,4856.937818
06_2020,4766,Apartment,Entire home/apt,4,100.000000,0,10000,535.039123,220.000,3830,587,90.727584,-3%,,107489,5127.440621
07_2020,3894,Apartment,Entire home/apt,4,100.000000,0,7000,624.605089,227.000,3141,485,90.603750,-18%,,88264,5041.002825
05_2020,988,Apartment,Entire home/apt,5,100.000000,31,2440,314.458307,199.000,764,122,89.040786,,,19216,4527.402834
06_2020,945,Apartment,Entire home/apt,5,100.000000,30,2440,325.498862,207.000,750,122,89.019723,-4%,,19165,4759.216931
07_2020,733,Apartment,Entire home/apt,5,100.000000,30,2711,347.525968,228.000,615,101,88.577193,-22%,,15781,5065.960437
05_2020,1267,Apartment,Entire home/apt,6,100.000000,28,6000,442.923198,230.000,884,196,90.676532,,,23409,5310.813733
06_2020,1231,Apartment,Entire home/apt,6,100.000000,27,5999,450.187450,232.000,863,187,91.048518,-3%,,24267,5874.129163
07_2020,1022,Apartment,Entire home/apt,6,100.000000,27,5145,461.042146,248.000,729,162,91.396502,-17%,,20697,6003.989237
05_2020,165,Apartment,Entire home/apt,7,100.000000,67,2001,390.326034,300.000,123,30,92.064232,,,2453,4619.981818
06_2020,143,Apartment,Entire home/apt,7,100.000000,68,1999,384.070922,299.000,112,27,91.882639,-13%,,2260,4707.573427
07_2020,119,Apartment,Entire home/apt,7,100.000000,50,1041,365.519188,272.000,98,25,91.437532,-17%,,1993,4698.151261
05_2020,194,Apartment,Entire home/apt,8,100.000000,75,10000,653.620337,250.000,131,32,85.614421,,,2798,7710.046392
06_2020,183,Apartment,Entire home/apt,8,100.000000,75,10000,665.746202,249.000,126,30,86.926500,-6%,,2903,7536.868852
07_2020,160,Apartment,Entire home/apt,8,100.000000,75,10000,824.808801,268.000,106,26,85.656143,-13%,,2390,8358.162500
05_2020,35,Apartment,Entire home/apt,9,100.000000,80,700,288.551477,309.000,26,10,90.647793,,,620,4629.771429
06_2020,34,Apartment,Entire home/apt,9,100.000000,80,699,288.289527,309.000,24,9,90.848594,-3%,,600,4448.852941
07_2020,26,Apartment,Entire home/apt,9,100.000000,81,701,243.403974,250.000,20,6,91.716413,-24%,,434,3893.846154
05_2020,27,Apartment,Entire home/apt,10,100.000000,90,1000,598.523558,825.000,20,4,89.193080,,,433,7504.962963
06_2020,26,Apartment,Entire home/apt,10,100.000000,90,1000,606.987903,825.000,21,4,89.600234,-4%,,408,6909.269231
07_2020,19,Apartment,Entire home/apt,10,100.000000,91,1001,617.598233,825.000,17,4,88.895152,-27%,,263,6865.894737
05_2020,4,Apartment,Entire home/apt,11,100.000000,298,580,469.052632,580.000,4,2,96.200000,,,90,9270.000000
06_2020,4,Apartment,Entire home/apt,11,100.000000,299,581,469.789474,581.000,4,2,95.311111,0%,,67,5693.250000
07_2020,2,Apartment,Entire home/apt,11,100.000000,299,580,503.363636,580.000,2,1,96.000000,-50%,,34,5645.000000
05_2020,8,Apartment,Entire home/apt,12,100.000000,240,700,391.659884,357.000,7,3,91.373281,,,202,10346.000000
06_2020,7,Apartment,Entire home/apt,12,100.000000,250,699,392.370262,358.000,6,3,91.373281,-13%,,166,10514.857143
07_2020,8,Apartment,Entire home/apt,12,100.000000,198,699,408.566790,357.000,7,3,92.634366,14%,,173,9617.250000
05_2020,1,Apartment,Entire home/apt,13,100.000000,250,250,250.000000,250.000,1,1,99.000000,,,0,0.000000
06_2020,1,Apartment,Entire home/apt,13,100.000000,249,249,249.000000,249.000,1,1,99.000000,0%,,3,747.000000
07_2020,1,Apartment,Entire home/apt,13,100.000000,249,249,249.000000,249.000,1,1,99.000000,0%,,1,249.000000
05_2020,6,Apartment,Entire home/apt,14,100.000000,151,501,255.865385,250.000,5,4,72.157895,,,90,3680.000000
06_2020,4,Apartment,Entire home/apt,14,100.000000,151,269,232.595745,250.000,3,2,71.872340,-33%,,61,3805.000000
07_2020,4,Apartment,Entire home/apt,14,100.000000,150,268,232.021277,250.000,3,2,71.872340,0%,,62,3835.000000
05_2020,1,Apartment,Entire home/apt,15,100.000000,268,268,268.000000,268.000,1,1,100.000000,,,30,8040.000000
05_2020,7,Apartment,Entire home/apt,16,100.000000,100,801,484.927711,400.000,3,2,98.250000,,,70,4757.142857
06_2020,7,Apartment,Entire home/apt,16,100.000000,280,799,505.564721,400.000,3,2,98.252818,0%,,130,10202.857143
07_2020,6,Apartment,Entire home/apt,16,100.000000,280,1001,515.320203,401.000,2,2,98.250000,-14%,,135,12836.166667
05_2020,2,Apartment,Hotel room,4,100.000000,300,350,325.000000,325.000,1,1,93.000000,,,60,9750.000000
06_2020,2,Apartment,Hotel room,4,100.000000,300,350,325.000000,325.000,1,1,93.000000,0%,,60,9750.000000
05_2020,1,Apartment,Hotel room,6,100.000000,335,335,335.000000,335.000,1,1,83.000000,,,0,0.000000
06_2020,1,Apartment,Hotel room,6,100.000000,335,335,335.000000,335.000,1,1,83.000000,0%,,4,1340.000000
07_2020,1,Apartment,Hotel room,6,100.000000,334,334,334.000000,334.000,1,1,85.000000,0%,,30,10020.000000
05_2020,1,Apartment,Hotel room,8,100.000000,190,190,190.000000,190.000,1,1,85.000000,,,9,1710.000000
06_2020,1,Apartment,Hotel room,8,100.000000,190,190,190.000000,190.000,1,1,85.000000,0%,,30,5700.000000
05_2020,1791,Apartment,Private room,1,100.000000,0,4000,73.872077,60.000,1671,127,91.844915,,,36837,1381.118370
06_2020,1767,Apartment,Private room,1,100.000000,0,4000,74.492029,60.000,1651,122,91.087022,-1%,,36396,1385.198642
07_2020,1516,Apartment,Private room,1,100.000000,0,4000,71.512777,60.000,1423,114,91.875228,-14%,,30198,1328.197889
05_2020,4742,Apartment,Private room,2,100.000000,5,10001,111.112038,75.000,4367,458,92.531315,,,105199,1910.526360
06_2020,4737,Apartment,Private room,2,100.000000,4,10000,109.365080,75.000,4358,453,92.452528,0%,,104346,1875.274646
07_2020,3984,Apartment,Private room,2,100.000000,4,10000,91.321234,75.000,3705,397,92.644447,-16%,,86019,1847.233183
05_2020,163,Apartment,Private room,3,100.000000,0,14999,140.488015,70.000,152,21,89.025018,,,3063,4455.527607
06_2020,162,Apartment,Private room,3,100.000000,0,15000,133.570557,69.000,151,20,89.141664,-1%,,3082,3466.370370
07_2020,145,Apartment,Private room,3,100.000000,0,15000,130.393793,67.000,135,18,89.445266,-10%,,2576,4658.062069
05_2020,103,Apartment,Private room,4,100.000000,38,2001,155.042247,126.000,100,12,90.858704,,,2272,3743.582524
06_2020,103,Apartment,Private room,4,100.000000,39,1999,150.680658,120.000,100,12,91.884831,0%,,2200,3605.951456
07_2020,93,Apartment,Private room,4,100.000000,37,2000,155.692713,125.000,91,12,91.621774,-10%,,1856,3426.129032
05_2020,12,Apartment,Private room,5,100.000000,60,2001,244.777778,109.000,12,4,92.400000,,,218,2564.500000
06_2020,13,Apartment,Private room,5,100.000000,60,1999,231.537367,145.000,13,4,92.312139,8%,,234,2474.153846
07_2020,10,Apartment,Private room,5,100.000000,60,380,201.849530,250.000,10,4,93.256637,-23%,,192,3203.100000
05_2020,7,Apartment,Private room,6,100.000000,99,260,150.723881,150.000,7,2,84.643678,,,119,2899.285714
06_2020,7,Apartment,Private room,6,100.000000,100,260,150.552239,150.000,7,2,84.643678,0%,,150,3788.571429
07_2020,5,Apartment,Private room,6,100.000000,100,200,137.178571,149.000,5,2,84.447368,-29%,,94,2764.200000
05_2020,1,Apartment,Private room,7,100.000000,1000,1000,1000.000000,1000.000,1,1,,,,0,0.000000
06_2020,2,Apartment,Private room,7,100.000000,55,1000,865.000000,1000.000,2,1,93.000000,100%,,19,522.500000
05_2020,1,Apartment,Private room,8,100.000000,45,45,45.000000,45.000,1,1,94.000000,,,30,1350.000000
06_2020,1,Apartment,Private room,8,100.000000,45,45,45.000000,45.000,1,1,94.000000,0%,,29,1305.000000
07_2020,1,Apartment,Private room,8,100.000000,46,46,46.000000,46.000,1,1,94.000000,0%,,30,1380.000000
05_2020,1,Apartment,Private room,10,100.000000,419,419,419.000000,419.000,1,1,80.000000,,,30,12570.000000
06_2020,1,Apartment,Private room,10,100.000000,420,420,420.000000,420.000,1,1,80.000000,0%,,30,12600.000000
07_2020,1,Apartment,Private room,10,100.000000,420,420,420.000000,420.000,1,1,80.000000,0%,,30,12600.000000
05_2020,1,Apartment,Private room,16,100.000000,47,47,47.000000,47.000,1,1,,,,30,1410.000000
06_2020,1,Apartment,Private room,16,100.000000,47,47,47.000000,47.000,1,1,,0%,,30,1410.000000
07_2020,1,Apartment,Private room,16,100.000000,47,47,47.000000,47.000,1,1,,0%,,30,1410.000000
05_2020,301,Apartment,Shared room,1,100.000000,15,586,44.541988,37.500,231,7,86.824407,,,5544,819.126246
06_2020,290,Apartment,Shared room,1,100.000000,14,550,47.028179,37.000,234,7,88.013587,-4%,,5564,851.851724
07_2020,242,Apartment,Shared room,1,100.000000,14,500,49.136002,40.000,207,6,87.008971,-17%,,4780,902.293388
05_2020,96,Apartment,Shared room,2,100.000000,0,390,59.450425,44.000,87,1,76.839884,,,1757,1166.500000
06_2020,91,Apartment,Shared room,2,100.000000,0,390,61.033175,49.000,84,1,86.025997,-5%,,1698,1187.208791
07_2020,77,Apartment,Shared room,2,100.000000,0,390,62.801255,50.000,75,1,85.882033,-15%,,1478,1142.337662
05_2020,6,Apartment,Shared room,3,100.000000,5,51,25.452555,22.000,4,1,90.974359,,,63,293.500000
06_2020,8,Apartment,Shared room,3,100.000000,4,50,26.093923,21.000,5,1,90.974359,33%,,71,247.000000
07_2020,7,Apartment,Shared room,3,100.000000,22,50,27.982353,22.000,4,1,90.974359,-13%,,48,277.000000
05_2020,13,Apartment,Shared room,4,100.000000,31,119,49.685484,35.000,9,2,77.899425,,,130,427.692308
06_2020,11,Apartment,Shared room,4,100.000000,30,90,38.650155,34.000,8,2,81.899666,-15%,,99,417.272727
07_2020,6,Apartment,Shared room,4,100.000000,35,91,46.307692,40.000,6,2,77.818182,-45%,,61,440.166667
05_2020,2,Apartment,Shared room,5,100.000000,21,261,69.000000,21.000,2,1,91.000000,,,30,3915.000000
06_2020,2,Apartment,Shared room,5,100.000000,21,243,65.400000,21.000,2,1,91.000000,0%,,30,3645.000000
07_2020,2,Apartment,Shared room,5,100.000000,22,244,66.400000,22.000,2,1,91.000000,0%,,30,3660.000000
05_2020,2,Apartment,Shared room,7,100.000000,35,99,56.333333,35.000,2,1,80.000000,,,60,2010.000000
06_2020,2,Apartment,Shared room,7,100.000000,34,100,56.000000,34.000,2,1,80.000000,0%,,60,2010.000000
07_2020,2,Apartment,Shared room,7,100.000000,34,100,56.000000,34.000,2,1,80.000000,0%,,60,2010.000000
01_2021,2,Barn,Entire home/apt,2,100.000000,250,275,266.666667,275.000,2,3,99.333333,,,48,6225.000000
02_2021,2,Barn,Entire home/apt,2,100.000000,250,275,266.666667,275.000,2,3,99.333333,0%,,46,5950.000000
03_2021,2,Barn,Entire home/apt,2,100.000000,250,275,266.666667,275.000,2,3,99.333333,0%,,40,5125.000000
04_2021,2,Barn,Entire home/apt,2,100.000000,250,275,266.666667,275.000,2,3,99.333333,0%,,59,7737.500000
05_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,-50%,,0,0.000000
06_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,0%,,3,825.000000
07_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,0%,,23,6325.000000
08_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,0%,,18,4950.000000
09_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,0%,,29,7975.000000
10_2020,1,Barn,Entire home/apt,2,100.000000,275,275,275.000000,275.000,1,1,100.000000,0%,,15,4125.000000
11_2020,2,Barn,Entire home/apt,2,100.000000,220,275,256.666667,275.000,2,3,100.000000,100%,,33,4180.000000
12_2020,2,Barn,Entire home/apt,2,100.000000,250,275,266.666667,275.000,2,3,99.333333,0%,,57,7462.500000
02_2021,1,Barn,Entire home/apt,4,100.000000,450,450,450.000000,450.000,1,1,99.000000,,,30,13500.000000
03_2021,1,Barn,Entire home/apt,4,100.000000,450,450,450.000000,450.000,1,1,99.000000,0%,,30,13500.000000
01_2021,1,Barn,Entire home/apt,6,100.000000,650,650,650.000000,650.000,1,1,99.000000,,,12,7800.000000
05_2020,1,Barn,Entire home/apt,6,100.000000,350,350,350.000000,350.000,1,1,100.000000,0%,,0,0.000000
06_2020,1,Barn,Entire home/apt,6,100.000000,350,350,350.000000,350.000,1,1,100.000000,0%,,4,1400.000000
07_2020,1,Barn,Entire home/apt,6,100.000000,350,350,350.000000,350.000,1,1,100.000000,0%,,22,7700.000000
08_2020,1,Barn,Entire home/apt,6,100.000000,400,400,400.000000,400.000,1,1,100.000000,0%,,16,6400.000000
09_2020,1,Barn,Entire home/apt,6,100.000000,400,400,400.000000,400.000,1,1,100.000000,0%,,21,8400.000000
10_2020,1,Barn,Entire home/apt,6,100.000000,450,450,450.000000,450.000,1,1,100.000000,0%,,30,13500.000000
11_2020,1,Barn,Entire home/apt,6,100.000000,450,450,450.000000,450.000,1,1,100.000000,0%,,13,5850.000000
12_2020,1,Barn,Entire home/apt,6,100.000000,650,650,650.000000,650.000,1,1,99.000000,0%,,25,16250.000000
07_2020,1,Barn,Private room,1,100.000000,16,16,16.000000,16.000,1,1,70.000000,,,19,304.000000
05_2020,1,Barn,Private room,2,100.000000,75,75,75.000000,75.000,1,1,99.000000,,,30,2250.000000
06_2020,3,Barn,Private room,2,100.000000,16,75,59.263158,55.000,3,2,94.857143,200%,,35,776.666667
07_2020,3,Barn,Private room,2,100.000000,43,76,60.268293,56.000,3,2,99.000000,0%,,30,760.000000
05_2020,1,Barn,Shared room,2,100.000000,34,34,34.000000,34.000,1,1,77.000000,,,0,0.000000
06_2020,1,Barn,Shared room,2,100.000000,16,16,16.000000,16.000,1,1,75.000000,0%,,5,80.000000
05_2020,2,Bed and breakfast,Hotel room,1,100.000000,41,44,42.500000,42.500,2,2,94.500000,,,30,660.000000
06_2020,2,Bed and breakfast,Hotel room,1,100.000000,41,44,42.500000,42.500,2,2,94.500000,0%,,30,660.000000
07_2020,2,Bed and breakfast,Hotel room,1,100.000000,42,45,43.500000,43.500,2,2,94.500000,0%,,30,675.000000
05_2020,5,Bed and breakfast,Hotel room,2,100.000000,91,309,234.487179,269.000,3,3,87.692308,,,92,4660.800000
06_2020,5,Bed and breakfast,Hotel room,2,100.000000,90,309,234.153846,269.000,3,3,87.692308,0%,,75,3623.000000
07_2020,5,Bed and breakfast,Hotel room,2,100.000000,91,309,234.487179,269.000,3,3,87.692308,0%,,54,2314.400000
05_2020,2,Bed and breakfast,Hotel room,3,100.000000,259,400,329.500000,329.500,1,2,98.000000,,,60,9885.000000
06_2020,2,Bed and breakfast,Hotel room,3,100.000000,259,399,329.000000,329.000,1,2,98.000000,0%,,50,7875.000000
07_2020,1,Bed and breakfast,Hotel room,3,100.000000,259,259,259.000000,259.000,1,2,96.000000,-50%,,30,7770.000000
05_2020,1,Bed and breakfast,Hotel room,4,100.000000,37,37,37.000000,37.000,1,1,69.000000,,,0,0.000000
06_2020,1,Bed and breakfast,Hotel room,4,100.000000,36,36,36.000000,36.000,1,1,69.000000,0%,,7,252.000000
07_2020,1,Bed and breakfast,Hotel room,4,100.000000,36,36,36.000000,36.000,1,1,68.000000,0%,,0,0.000000
05_2020,15,Bed and breakfast,Private room,1,100.000000,32,151,61.259358,49.000,14,2,92.950000,,,157,603.533333
06_2020,15,Bed and breakfast,Private room,1,100.000000,33,150,61.794118,51.000,14,2,92.950000,0%,,154,587.733333
07_2020,14,Bed and breakfast,Private room,1,100.000000,33,150,57.976401,50.000,13,2,92.950000,-7%,,155,567.571429
05_2020,74,Bed and breakfast,Private room,2,100.000000,38,3001,108.237658,80.000,43,12,90.266940,,,781,1015.567568
06_2020,74,Bed and breakfast,Private room,2,100.000000,39,3000,107.781842,80.000,43,11,90.281564,0%,,806,1224.567568
07_2020,71,Bed and breakfast,Private room,2,100.000000,39,3001,111.225402,80.000,41,10,90.710568,-4%,,725,1109.183099
05_2020,3,Bed and breakfast,Private room,3,100.000000,55,134,70.571429,65.000,2,1,72.857143,,,2,36.666667
06_2020,3,Bed and breakfast,Private room,3,100.000000,55,133,70.000000,64.000,2,1,72.857143,0%,,2,36.666667
07_2020,4,Bed and breakfast,Private room,3,100.000000,56,133,71.553191,64.000,3,1,72.857143,33%,,28,554.500000
05_2020,8,Bed and breakfast,Private room,4,100.000000,34,1000,182.846154,135.000,8,2,87.781250,,,99,4562.000000
06_2020,8,Bed and breakfast,Private room,4,100.000000,33,1000,183.184615,135.000,8,2,87.781250,0%,,143,5677.625000
07_2020,8,Bed and breakfast,Private room,4,100.000000,33,1001,191.773279,135.000,8,2,88.240602,0%,,79,4603.875000
05_2020,2,Bed and breakfast,Private room,5,100.000000,205,248,238.749409,248.000,2,1,85.924350,,,30,3720.000000
06_2020,2,Bed and breakfast,Private room,5,100.000000,205,249,239.534279,249.000,2,1,85.924350,0%,,32,3940.000000
07_2020,1,Bed and breakfast,Private room,5,100.000000,206,206,206.000000,206.000,1,1,82.000000,-50%,,0,0.000000
05_2020,2,Bed and breakfast,Private room,6,100.000000,120,230,226.489362,230.000,2,1,86.446809,,,0,0.000000
06_2020,1,Bed and breakfast,Private room,6,100.000000,120,120,120.000000,120.000,1,1,100.000000,-50%,,5,600.000000
07_2020,1,Bed and breakfast,Private room,6,100.000000,120,120,120.000000,120.000,1,1,100.000000,0%,,0,0.000000
05_2020,1,Bed and breakfast,Private room,7,100.000000,349,349,349.000000,349.000,1,1,90.000000,,,30,10470.000000
05_2020,4,Bed and breakfast,Shared room,1,100.000000,29,38,36.484694,38.000,4,1,88.510204,,,30,217.500000
06_2020,4,Bed and breakfast,Shared room,1,100.000000,29,39,37.147959,39.000,4,1,88.510204,0%,,30,217.500000
07_2020,4,Bed and breakfast,Shared room,1,100.000000,29,37,35.545918,37.000,4,1,88.510204,0%,,30,217.500000
05_2020,1,Bed and breakfast,Shared room,2,100.000000,35,35,35.000000,35.000,1,1,97.000000,,,30,1050.000000
06_2020,1,Bed and breakfast,Shared room,2,100.000000,35,35,35.000000,35.000,1,1,97.000000,0%,,19,665.000000
07_2020,1,Bed and breakfast,Shared room,2,100.000000,36,36,36.000000,36.000,1,1,97.000000,0%,,30,1080.000000
05_2020,1,Bed and breakfast,Shared room,4,100.000000,41,41,41.000000,41.000,1,1,76.000000,,,0,0.000000
06_2020,1,Bed and breakfast,Shared room,4,100.000000,41,41,41.000000,41.000,1,1,76.000000,0%,,0,0.000000
07_2020,1,Bed and breakfast,Shared room,4,100.000000,42,42,42.000000,42.000,1,1,76.000000,0%,,0,0.000000
05_2020,1,Bed and breakfast,Shared room,6,100.000000,28,28,28.000000,28.000,1,1,78.000000,,,0,0.000000
06_2020,1,Bed and breakfast,Shared room,6,100.000000,29,29,29.000000,29.000,1,1,78.000000,0%,,0,0.000000
05_2020,3,Bed and breakfast,Shared room,8,100.000000,38,38,38.000000,38.000,1,1,85.000000,,,0,0.000000
06_2020,1,Bed and breakfast,Shared room,8,100.000000,34,34,34.000000,34.000,1,1,80.000000,-67%,,0,0.000000
07_2020,1,Bed and breakfast,Shared room,8,100.000000,35,35,35.000000,35.000,1,1,80.000000,0%,,0,0.000000
05_2020,1,Bed and breakfast,Shared room,10,100.000000,65,65,65.000000,65.000,1,1,100.000000,,,1,65.000000
06_2020,1,Bed and breakfast,Shared room,10,100.000000,65,65,65.000000,65.000,1,1,100.000000,0%,,1,65.000000
07_2020,1,Bed and breakfast,Shared room,10,100.000000,65,65,65.000000,65.000,1,1,100.000000,0%,,1,65.000000
05_2020,1,Bed and breakfast,Shared room,12,100.000000,35,35,35.000000,35.000,1,1,92.000000,,,30,1050.000000
06_2020,1,Bed and breakfast,Shared room,12,100.000000,34,34,34.000000,34.000,1,1,92.000000,0%,,30,1020.000000
07_2020,1,Bed and breakfast,Shared room,12,100.000000,35,35,35.000000,35.000,1,1,92.000000,0%,,30,1050.000000
01_2021,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,,,30,12000.000000
02_2021,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
03_2021,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
04_2021,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
05_2020,1,Boat,Entire home/apt,1,100.000000,399,399,399.000000,399.000,1,1,,0%,,30,11970.000000
06_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
07_2020,1,Boat,Entire home/apt,1,100.000000,401,401,401.000000,401.000,1,1,,0%,,30,12030.000000
08_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
09_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
10_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
11_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
12_2020,1,Boat,Entire home/apt,1,100.000000,400,400,400.000000,400.000,1,1,,0%,,30,12000.000000
01_2021,5,Boat,Entire home/apt,2,100.000000,288,566,461.200000,500.000,5,4,99.433333,,,118,10034.000000
02_2021,5,Boat,Entire home/apt,2,100.000000,285,520,446.500000,499.500,5,4,99.433333,0%,,77,6066.800000
03_2021,4,Boat,Entire home/apt,2,100.000000,356,520,480.000000,500.000,4,3,99.320000,-20%,,88,10388.000000
04_2021,3,Boat,Entire home/apt,2,100.000000,500,520,511.000000,520.000,3,2,99.100000,-25%,,52,8886.666667
05_2020,4,Boat,Entire home/apt,2,100.000000,161,550,375.117647,499.000,4,2,98.357143,33%,,93,7237.500000
06_2020,4,Boat,Entire home/apt,2,100.000000,160,551,375.470588,500.000,4,2,98.357143,0%,,61,3488.250000
07_2020,4,Boat,Entire home/apt,2,100.000000,160,551,375.470588,500.000,4,2,98.785714,0%,,62,3425.750000
08_2020,5,Boat,Entire home/apt,2,100.000000,141,500,397.214286,499.000,5,3,99.150000,25%,,72,3730.600000
09_2020,5,Boat,Entire home/apt,2,100.000000,141,500,396.142857,499.000,5,3,99.150000,0%,,72,3694.600000
10_2020,5,Boat,Entire home/apt,2,100.000000,141,500,401.500000,499.000,5,3,99.320000,0%,,89,5403.200000
11_2020,5,Boat,Entire home/apt,2,100.000000,286,500,423.633333,449.500,5,4,99.266667,0%,,119,9692.800000
12_2020,5,Boat,Entire home/apt,2,100.000000,290,550,454.433333,500.000,5,4,99.433333,0%,,100,8141.800000
01_2021,7,Boat,Entire home/apt,4,100.000000,326,1700,513.821839,365.000,6,2,95.000000,,,34,2544.142857
02_2021,8,Boat,Entire home/apt,4,100.000000,129,1700,506.903409,365.000,7,2,90.906250,14%,,50,1986.625000
03_2021,9,Boat,Entire home/apt,4,100.000000,129,1700,506.061798,365.000,8,2,90.906250,13%,,121,7546.333333
